,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPI SURV,Training and supervision,Trimestral meeting,x,Reunioes trimensais para analise de dados das US's(Magude),current,Financial,100%,"40,500","40,500.00","40,500.00",1.0,"35,994.7",gamma,16,2531.25,"10,125.0","40,500.00",,1,4,4,0.02,1.02,4.00,"162,000.00","4,263.16",,1,4,4,0.00,1.00,4.00,"161,685.44","4,254.88",,1,4,4,0.00,1.00,4.00,"161,251.77","4,243.47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPI SURV,Training and supervision,Monthly meeting,x,Reunioees mensais para analise de dados dos APE's(Magude),current,Financial,100%,"40,500","40,500.00","40,500.00",1.0,"42,930.1",gamma,16,2531.25,"10,125.0","40,500.00",,1,12,12,0.07,1.07,12.00,"486,000.00","12,789.47",,1,12,12,0.03,1.03,12.00,"485,056.31","12,764.64",,1,12,12,0.05,1.05,12.00,"483,755.30","12,730.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPI SURV,Office material,Fichas recolha dados,x,Fichas de RRS,current,Financial,100%,5,5.00,5.00,1.0,8.5,gamma,16,0.3125,1.3,5.00,,500,12,"6,000",0.04,520.00,"6,000.00","30,000.00",789.47,,500,12,"6,000",0.07,535.00,"6,000.00","29,941.75",787.94,,500,12,"6,000",-0.01,495.00,"6,000.00","29,861.44",785.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPI SURV,Office material,Fichas recolha dados,x,Fichas de Relatorio mensal de malaria na US,current,Financial,100%,5,5.00,5.00,1.0,3.1,gamma,16,0.3125,1.3,5.00,,150,12,"1,800",0.02,153.00,"1,800.00","9,000.00",236.84,,150,12,"1,800",-0.03,145.50,"1,800.00","8,982.52",236.38,,150,12,"1,800",0.04,156.00,"1,800.00","8,958.43",235.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPI SURV,Office material,Fichas recolha dados,x,Fichas de resumo mensal distrital de malaria,current,Financial,100%,5,5.00,5.00,1.0,5.5,gamma,16,0.3125,1.3,5.00,,150,12,"1,800",-0.04,144.00,"1,800.00","9,000.00",236.84,,150,12,"1,800",-0.04,144.00,"1,800.00","8,982.52",236.38,,150,12,"1,800",-0.04,144.00,"1,800.00","8,958.43",235.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPI SURV,Transport,"once per week, distrital visit (total of 228 km)",,Car (fuel + insurance + maintenance) / km para a supervisao Distrital ,current,Financial,100%,18,18.24,18.24,1.0,21.4,gamma,16,1.14,4.6,18.24,,912,10,"9,120",0.00,912.00,"9,120.00","166,348.80","4,377.60",,912,10,"9,120",-0.06,857.28,"9,120.00","166,025.79","4,369.10",,912,10,"9,120",-0.09,829.92,"9,120.00","165,580.48","4,357.38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPI SURV,Transport,,,Moto para busca activa de cassos de malaria ,capital,Financial,100%,"200,000","200,000.00","200,000.00",6.0,"230,570.9",gamma,16,12500,"50,000.0","200,000.00",,1,1,1,-0.09,0.91,1.00,"33,333.33",877.19,,1,1,1,0.05,1.05,1.00,"33,268.61",875.49,,1,1,1,0.00,1.00,1.00,"33,179.38",873.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPI SURV,Transport,,,Capacete,capital,Financial,100%,"2,000","2,000.00","2,000.00",1.0,"1,475.9",gamma,16,125,500.0,"2,000.00",,1,1,1,0.06,1.06,1.00,"2,000.00",52.63,,1,1,1,-0.04,0.96,1.00,"1,996.12",52.53,,1,1,1,-0.08,0.92,1.00,"1,990.76",52.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPI SURV,Transport,,,Carta de Conducao,capital,Financial,100%,"8,000","8,000.00","8,000.00",1.0,"6,367.0",gamma,16,500,"2,000.0","8,000.00",,1,1,1,0.05,1.05,1.00,"8,000.00",210.53,,1,1,1,0.10,1.10,1.00,"7,984.47",210.12,,1,1,1,0.03,1.03,1.00,"7,963.05",209.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPI SURV,Transport,,,Seguro,capital,Financial,100%,1,1.00,1.00,1.0,0.7,gamma,16,0.0625,0.3,1.00,,0,1,0,-0.05,0.00,0.00,0.00,0.00,,0,1,0,0.05,0.00,0.00,0.00,0.00,,0,1,0,0.04,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPI SURV,Transport,"Combustivel para 1 moto, com um percurso de 200 Km por semana (inclui custo manutenção e seguro)",,Combustivel para moto,current,Financial,100%,13,13.30,13.30,1.0,13.3,gamma,16,0.83125,3.3,13.30,,800,10,"8,000",0.03,824.00,"8,000.00","106,400.00","2,800.00",,800,10,"8,000",0.04,832.00,"8,000.00","106,193.40","2,794.56",,800,10,"8,000",-0.10,720.00,"8,000.00","105,908.57","2,787.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPI SURV,IT,1 tablet for each focal point (9) + 1 tablet for each REACT worker (19),,Tablets,capital,Financial,100%,"8,813","8,813.45","8,813.45",5.0,"8,680.9",gamma,16,550.840850515464,"2,203.4","8,813.45",,28,1,28,0.06,29.68,28.00,"49,355.34","1,298.82",,28,1,28,0.10,30.80,28.00,"49,259.50","1,296.30",,28,1,28,-0.10,25.20,28.00,"49,127.38","1,292.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPI SURV,IT,1 per tablet,,Recargas para os tablets,capital,Financial,100%,500,500.00,500.00,5.0,402.6,gamma,16,31.25,125.0,500.00,,28,1,28,0.05,29.40,28.00,"2,800.00",73.68,,28,1,28,-0.02,27.44,28.00,"2,794.56",73.54,,28,1,28,-0.09,25.48,28.00,"2,787.07",73.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPI SURV,IT,200 meticais mensais para cada tablet,,Phone credit (Tablets),current,Financial,100%,200,200.00,200.00,1.0,203.7,gamma,16,12.5,50.0,200.00,,28,12,336,0.06,29.68,336.00,"67,200.00","1,768.42",,28,12,336,0.01,28.28,336.00,"67,069.51","1,764.99",,28,12,336,-0.08,25.76,336.00,"66,889.62","1,760.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPI SURV,IT,2 laptops para monitoria e para especialista IT,,computers,capital,Financial,100%,"95,000","95,000.00","95,000.00",4.0,"61,540.0",gamma,16,5937.5,"23,750.0","95,000.00",,2,1,2,0.09,2.18,2.00,"47,500.00","1,250.00",,2,1,2,-0.05,1.90,2.00,"47,407.77","1,247.57",,2,1,2,0.04,2.08,2.00,"47,280.61","1,244.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPI SURV,IT,1 funda para cada tablet,,Funda tablet,capital,Financial,100%,490,489.82,489.82,5.0,506.1,gamma,16,30.61375,122.5,489.82,,200,1,200,0.04,208.00,200.00,"19,592.80",515.60,,200,1,200,0.02,204.00,200.00,"19,554.76",514.60,,200,1,200,-0.04,192.00,200.00,"19,502.31",513.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPI SURV,IT,crédito mensal teléfono,,Phone credit APEs,current,Financial,100%,150,150.00,150.00,1.0,154.1,gamma,16,9.375,37.5,150.00,,27,12,324,-0.02,26.46,324.00,"48,600.00","1,278.95",,27,12,324,-0.01,26.73,324.00,"48,505.63","1,276.46",,27,12,324,-0.05,25.65,324.00,"48,375.53","1,273.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPI SURV,IT,27 APEs,,Celulares para APEs,capital,Financial,100%,"2,000","2,000.00","2,000.00",2.0,"1,362.6",gamma,16,125,500.0,"2,000.00",,27,1,27,0.01,27.27,27.00,"27,000.00",710.53,,27,1,27,-0.01,26.73,27.00,"26,947.57",709.15,,27,1,27,-0.06,25.38,27.00,"26,875.29",707.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPI SURV,IT,Ruter wireless,,Router wireless,capital,Financial,100%,"4,000","4,000.00","4,000.00",5.0,"2,984.4",gamma,16,250,"1,000.0","4,000.00",,1,1,1,0.00,1.00,1.00,800.00,21.05,,1,1,1,0.10,1.10,1.00,798.45,21.01,,1,1,1,-0.03,0.97,1.00,796.31,20.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPI SURV,IT,Contratos de Servicos de Internet com Vodacom,,Contratos de Servicos de Internet com Vodacom,current,Financial,100%,"4,800","4,800.00","4,800.00",1.0,"5,972.8",gamma,16,300,"1,200.0","4,800.00",,1,1,1,0.08,1.08,1.00,"4,800.00",126.32,,1,1,1,-0.04,0.96,1.00,"4,790.68",126.07,,1,1,1,-0.03,0.97,1.00,"4,777.83",125.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPI SURV,IT,Pagamento de caucao para contrato de internet,,Pagamento de caucao para contrato de internet,current,Financial,100%,"1,500","1,500.00","1,500.00",1.0,"1,040.2",gamma,16,93.75,375.0,"1,500.00",,1,1,1,0.02,1.02,1.00,"1,500.00",39.47,,1,1,1,0.08,1.08,1.00,"1,497.09",39.40,,1,1,1,-0.08,0.92,1.00,"1,493.07",39.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPI SURV,IT,Aluguer de servicos de SMS na Amazon web site,,Aluguer de servicos de SMS na Amazon web site,current,Financial,100%,"5,000","5,000.00","5,000.00",1.0,"3,989.5",gamma,16,312.5,"1,250.0","5,000.00",,1,1,1,-0.06,0.94,1.00,"5,000.00",131.58,,1,1,1,0.00,1.00,1.00,"4,990.29",131.32,,1,1,1,0.08,1.08,1.00,"4,976.91",130.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LLIN,Personnel,MISAU prices,,Personnel,current,Financial,100%,5.68,5.68,5.68,1.0,3.2,gamma,16,0.354825,1.4,5.68,,6000,1,"6,000",-0.08,"5,520.00","6,000.00","34,063.20",896.40,,"6,000",1,"6,000",0.02,"6,120.00","6,000.00","33,997.06",894.66,,"26,615",1,"26,615",-0.07,"24,751.95","26,615.00","150,400.80","3,957.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LLIN,Infrastructure,MISAU prices,,Infrastructure,current,Financial,100%,6.84,6.84,6.84,1.0,8.8,gamma,16,0.4275,1.7,6.84,,6000,1,"6,000",0.06,"6,360.00","6,000.00","41,040.00","1,080.00",,"6,000",1,"6,000",-0.08,"5,520.00","6,000.00","40,960.31","1,077.90",,"26,615",1,"26,615",-0.06,"25,018.10","26,615.00","181,205.78","4,768.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LLIN,Drugs and supplies,MISAU prices,,Drugs and supplies,current,Financial,100%,171.00,171.00,171.00,1.0,145.4,gamma,16,10.6875,42.8,171.00,,6000,1,"6,000",0.06,"6,360.00","6,000.00","1,026,000.00","27,000.00",,"6,000",1,"6,000",-0.06,"5,640.00","6,000.00","1,024,007.77","26,947.57",,"26,615",1,"26,615",0.09,"29,010.35","26,615.00","4,530,144.44","119,214.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LLIN,Transport,MISAU prices,,Transport,current,Financial,100%,39.28,39.28,39.28,1.0,37.0,gamma,16,2.45491875,9.8,39.28,,6000,1,"6,000",0.02,"6,120.00","6,000.00","235,672.20","6,201.90",,"6,000",1,"6,000",-0.01,"5,940.00","6,000.00","235,214.58","6,189.86",,"26,615",1,"26,615",-0.09,"24,219.65","26,615.00","1,040,574.18","27,383.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IRS,Personnel,Goodbye Malaria implementor,,Personnel,current,Financial,100%,306.84,306.84,306.84,1.0,258.2,gamma,16,19.1777510989969,76.7,306.84,,16401,1,"16,401",-0.05,"15,580.95","16,401.00","5,032,548.73","132,435.49",,"16,401",1,"16,401",0.07,"17,549.07","16,401.00","5,022,776.79","132,178.34",,"16,401",1,"16,401",0.08,"17,713.08","16,401.00","5,009,304.80","131,823.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IRS,Infrastructure,Goodbye Malaria implementor,,Infrastructure,current,Financial,100%,66.57,66.57,66.57,1.0,91.4,gamma,16,4.16068755683911,16.6,66.57,,16401,1,"16,401",0.07,"17,549.07","16,401.00","1,091,830.99","28,732.39",,"16,401",1,"16,401",0.03,"16,893.03","16,401.00","1,089,710.93","28,676.60",,"16,401",1,"16,401",-0.08,"15,088.92","16,401.00","1,086,788.12","28,599.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IRS,Equipment and furniture,Goodbye Malaria implementor,,Equipment and furniture,current,Financial,100%,106.17,106.17,106.17,1.0,72.5,gamma,16,6.63540100397519,26.5,106.17,,16401,1,"16,401",0.09,"17,877.09","16,401.00","1,741,235.39","45,821.98",,"16,401",1,"16,401",0.10,"18,041.10","16,401.00","1,737,854.35","45,733.01",,"16,401",1,"16,401",0.02,"16,729.02","16,401.00","1,733,193.11","45,610.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IRS,Drugs and supplies,Goodbye Malaria implementor,,Drugs and supplies,current,Financial,100%,291.15,291.15,291.15,1.0,371.4,gamma,16,18.1968894029993,72.8,291.15,,16401,1,"16,401",0.10,"18,041.10","16,401.00","4,775,154.93","125,661.97",,"16,401",1,"16,401",0.04,"17,057.04","16,401.00","4,765,882.78","125,417.97",,"16,401",1,"16,401",-0.09,"14,924.91","16,401.00","4,753,099.83","125,081.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IRS,Training and program management,Goodbye Malaria implementor,,Training and program management,current,Financial,100%,110.01,110.01,110.01,1.0,127.1,gamma,16,6.87586599766976,27.5,110.01,,16401,1,"16,401",0.09,"17,877.09","16,401.00","1,804,337.25","47,482.56",,"16,401",1,"16,401",-0.10,"14,760.90","16,401.00","1,800,833.68","47,390.36",,"16,401",1,"16,401",0.09,"17,877.09","16,401.00","1,796,003.52","47,263.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IRS,Transport,Goodbye Malaria implementor,,Transport,current,Financial,100%,198.94,198.94,198.94,1.0,215.4,gamma,16,12.4339292262323,49.7,198.94,,16401,1,"16,401",-0.08,"15,088.92","16,401.00","3,262,861.97","85,864.79",,"16,401",1,"16,401",0.07,"17,549.07","16,401.00","3,256,526.32","85,698.06",,"16,401",1,"16,401",-0.04,"15,744.96","16,401.00","3,247,791.73","85,468.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Social Mobilization,Personnel,FDC implementor,,Personnel,current,Financial,100%,"929,718","929,718.26","929,718.26",1.0,"745,847.2",gamma,16,58107.39125,"232,429.6","929,718.26",,1,1,1,-0.08,0.92,1.00,"929,718.26","24,466.27",,1,1,1,-0.07,0.93,1.00,"927,912.98","24,418.76",,1,1,1,-0.08,0.92,1.00,"925,424.15","24,353.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Social Mobilization,Equipment and furniture,FDC implementor,,Equipment and furniture,current,Financial,100%,"581,128","581,127.73","581,127.73",1.0,"507,309.8",gamma,16,36320.483125,"145,281.9","581,127.73",,1,1,1,-0.08,0.92,1.00,"581,127.73","15,292.84",,1,1,1,-0.10,0.90,1.00,"579,999.33","15,263.14",,1,1,1,-0.09,0.91,1.00,"578,443.66","15,222.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Social Mobilization,Training and supervision,FDC implementor,,Training and supervision,current,Financial,100%,"1,875,099","1,875,098.60","1,875,098.60",1.0,"1,940,696.8",gamma,16,117193.6625,"468,774.7","1,875,098.60",,1,1,1,-0.10,0.90,1.00,"1,875,098.60","49,344.70",,1,1,1,-0.05,0.95,1.00,"1,871,457.63","49,248.89",,1,1,1,0.02,1.02,1.00,"1,866,438.04","49,116.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Social Mobilization,Office material,FDC implementor,,Office material,current,Financial,100%,"1,593,121","1,593,120.74","1,593,120.74",1.0,"1,699,649.7",gamma,16,99570.04625,"398,280.2","1,593,120.74",,1,1,1,0.10,1.10,1.00,"1,593,120.74","41,924.23",,1,1,1,0.08,1.08,1.00,"1,590,027.30","41,842.82",,1,1,1,-0.03,0.97,1.00,"1,585,762.56","41,730.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Social Mobilization,Transport,FDC implementor,,Transport,current,Financial,100%,"581,128","581,127.73","581,127.73",1.0,"516,184.4",gamma,16,36320.483125,"145,281.9","581,127.73",,1,1,1,-0.04,0.96,1.00,"581,127.73","15,292.84",,1,1,1,0.04,1.04,1.00,"579,999.33","15,263.14",,1,1,1,-0.10,0.90,1.00,"578,443.66","15,222.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
